"Coauthor","Paper","Journal","AuthorID","PaperID"
"TokWangLing","A Path Removing Technique for Detecting Trigger Termination ","EDBT Extending Database Technology","11","38"
"GillianDobbie;Mong-LiLee;TokWangLing;XiaoyingWu","NF-SS: A Normal Form for Semistructured Schema ","ER International Conference Conceptual Modeling the Entity Relationship Approach Workshops","11","39"
"PeiYuenWong;WaiLupLow","Learning Fingerprints for a Database Intrusion Detection System ","ESORICS the European Symposium Research Computer Security","11","40"
"LeonidAKalinichenko;Mong-LiLee;TokWangLing","Designing Good Semi-Structured Databases and Conceptual Modeling ","ER International Conference Conceptual Modeling the Entity Relationship Approach","11","41"
"Chuan-HengAng;TokWangLing;ZhengXuanLoh","Analysis of pre-computed partition top method for range top-k queries in OLAP data cubes ","CIKM International Conference Information and Knowledge Management","11","42"
"HKim;S-gLee","User-Feedback Driven Document Clustering Technique for Information Organization,","IEICE Transactions Information and Systems E D","12","43"
"HKim;S-gLee","Automatic Maintenance of Evolving Topic Structure in Intelligent Information Systems,","Proceedings of Conference Advances Intelligent Systems","12","44"
"HKim;TLee;S-gLee;JChun","Automated Data Warehousing for Rule-based CRM Systems,","Proceedings of the th Australasian Database Conference","12","45"
"TLee;JShim;S-gLee","DOC: A Distributed Object Caching System for Information Infrastructure,","Proceedings of the Human Society Internet Conference Lecture Notes Computer Science","12","46"
"S-gLee;DKim;CWu","Digital Catalog Library: A Shared Repository of Online Catalogs for Electronic Commerce,","Proceedings of Workshop Advanced Issues of E and Web based Information Systems","12","47"
"JuhnyoungLee;SuekyungLee","A Framework of Winner Determination Algorithms for Internet Auctions ","Human Society Internet","12","48"
"S-gLee;LHenschen;JChun;TLee","Semantic Query Reformulation in Deductive Databases,","Information and Software Technology","12","49"
"S-gLee;SMun;PJha;BLevine;DRo","Telemedicine: Challenges and Opportunities,","Journal of High Speed Networks","12","50"
"GPark;JOh;KKim;S-gLee;CWu","A Component-based Architecture for Digital Catalog Library Systems,","Proceedings of Software Architecture and Components Workshop","12","51"
"GhassanZQadah;LawrenceJHenschen","Semantic Query Reformulation in Deductive Databases ","ICDE International Conference Data Engineering","12","52"
"JunhoShim;TaeheeLee","DOC: A Distributed Object Caching System for Information Infrastructure ","Human Society Internet","12","53"
"JunhoShim;TaeheeLee","A Server Placement Algorithm Conscious of Communication Delays and Relocation Costs ","NETWORKING Workshops","12","54"
"JShim;TLee","A Server Placement Algorithm Conscious of Communication Delays and Relocation Costs,","Proceedings of the Web Engineering Conference Lecture Notes Computer Science","12","55"
"ChisuWu;GeundukPark;JaewonOh;KapsooKim","Catalog Sharing through Catalog Interoperability ","Human Society Internet","12","56"
"ChisuWu;DongkyuKim;KapsooKim;WoochangShin","Digital Catalog Library: A Shared Repository of Online Catalogs for Electronic Commerce ","WECWIS Workshop Advanced Issues of E and Web based Information Systems","12","57"
"Jae-youngChang","Query Reformulation Using Materialized Views in Data Warehousing Environment ","DOLAP International Workshop Data Warehousing and OLAP","12","58"
"Jae-youngChang","Extended Conditions for Answering an Aggregate Query Using Materialized Views ","Inf Process Lett","12","59"
"Jae-youngChang","An Extended Query Reformulation Technique Using Materialized Views ","DEXA Database and Expert Systems Applications Workshop","12","60"
"Jae-HeonCheong","A Boolean Query Processing with a Result Cache in Mediator Systems ","ADL Advances Digital Libraries","12","61"
"JCheong;S-gLee","Cache-based Query Processing for a Keyword-based Boolean Query Model in Mediator,","Proceedings of IEEE Advances Digital Libraries","12","62"
"Jae-HeonCheong;JonghoonChun","A Method for Processing Boolean Queries Using a Result Cache ","DEXA Database and Expert Systems Applications","12","63"
"Dong-HoonChoi;Sang-HoLee","A Logic Database System with Extended Functionality ","COMPSAC International Computer Software and Applications Conference","12","64"
"JChun;HKim;S-gLee;JChoi;HCho","A DBMS-based Medical Teleconference System,","Journal of the American Medical Informatics Association","12","65"
"SHyun;JChoi;JChun;S-gLee;DShin","Implementation of Mobile Computing System in Clinical Environment - MobileNurse TM ,","Proceedings of the American Medical Informatics Association Conference","12","66"
"JJung;DKim;S-gLee","EE-Cat: Extended Electronic Catalog for Dynamic and Flexible Electronic Commerce,","Proceedings of Information Resources Management Association Conference","12","67"
"Han-joonKim","Building topic hierarchy based on fuzzy relations ","Neurocomputing","12","68"
"DKim;S-gLee","Catalog Management in e-Commerce Systems,","Proceedings of International Conference Computer Science and Technology","12","69"
"DKim;JKim;S-gLee","Catalog Integration for Electronic Commerce through Category-Hierarchy Merging Technique,","Proceedings of Workshop Research Issues Data Engineering E E Business Systems RIDE Research Issues Data Engineering EC","12","70"
"HKim;S-gLee","Discovering Taxonomic Relationships from Textual Documents,","Proceedings of IASTED Applied Informatics Conference","12","71"
"HKim;S-gLee","An Effective Document Clustering Method using User-Adaptable Distance Metrics,","Proceedings of ACM Symposium Applied Computing","12","72"
"HKim;S-gLee","An Effective Flash Memory Manager for Reliable Flash Memory Space Management,","IEICE Transactions Information and Systems E D","12","73"
"KKim;DKim;JKim;SPark;ILee;S-gLee","An Experimental Evaluation of Dynamic Electronic Catalog Models in Relational Database Systems,","Proceedings of Information Resources Management Association Conference","12","74"
"Han-joonKim","A New Flash Memory Management for Flash Storage System ","COMPSAC International Computer Software and Applications Conference","12","75"
"Han-joonKim","A Semi-Supervised Document Clustering Technique for Information Organization ","CIKM International Conference Information and Knowledge Management","12","76"
"SLin;SWLee"," Generation of Diffuse and Specular Appearance from Photometric Images "," Proc IEEE International Conference Computer Vision Kerkyra","13","77"
"StephenLin","An Appearance Representation for Multiple Reflection Components ","CVPR Computer Vision and Pattern RecognitioN","13","78"
"SLin;SWLee"," A Representation of Specular Appearance "," Proc IEEE International Conference Computer Vision Kerkyra","13","79"
"SLin;SWLee"," Using Chromaticity Distributions and Eigenspace for Pose-, Illumination-, and Specularity-Invariant D Object Recognition "," Proc IEEE Conference Computer Vision and Pattern Recognition San Juan Puerto Rico","13","80"
"StephenLin","Using Chromaticity Distributions and Eigenspace Analysis for Pose, Illumination, and Specularity-Invariant Recognition of D Objects ","CVPR Computer Vision and Pattern RecognitioN","13","81"
"StephenLin","Estimation of Diffuse and Specular Appearance ","ICCV International Conference Computer Vision","13","82"
"CHOh;HSKim;HWPark;WSKim;SWLee;ZHCho"," Study of R F , Gradient Pulse and Magnet Instability Effect in NMR Tomography "," IEEE Trans Nucl Sci","13","83"
"EAngelopoulou;SWLee;RBajcsy"," Spectral Gradient: A Material Descriptor Invariant to Geometry and Incident Illumination "," Proc IEEE International Conference Computer Vision Kerkyra","13","84"
"KArthur;GBishop;RBajcsy;HFarid;HFuchs;SWLee;;LMcMillan;AState"," Virtual Reality and Telepresence for st Century Remote Medical Consultation "," Second Carolina Conf Biomed Eng ICSC Symposium Neural Computation","13","85"
"RBajcsy;SWLee;ALeonardis"," Color Image Segmentation Detection of Highlights and Local Illumination Induced by Inter-reflections, ","Proc of the th International Conference Pattern Recognition Atlantic City","13","86"
"RBajcsy;SWLee;ALeonardis"," Color Image Segmentation Detection of Highlights and Local Illumination Induced by Inter-reflections, ","Physics Based Vision Principles and Practice Color Ed G E Healey S A Shafer and L B Wolff Jones and Publishers p","13","87"
"RBajcsy;SWLee;ALeonardis"," Color Image Segmentation and Color Constancy, ","Proc of SPIE The International Society for Optical Engineering Conference Santa Clara Computer Animation","13","88"
"RBajcsy;SWLee;ALeonardis"," Computational Aspects of Color Constancy "," GRASP Laboratory Technical Report CIS University of","13","89"
"RBajcsy;SWLee;ALeonardis"," Detection of Diffuse and Specular Interface Reflections and Inter-reflections by Color Image Segmentation ","International Journal of Computer Vision","13","90"
"RuzenaBajcsy","Detection of Specularity Using Color and Multiple Views ","ECCV European Conference Computer Vision","13","91"
"RBajcsy;SWLee;ALeonardis"," Image Segmentation detection of Highlights and Inter-reflections Using Color "," Proc of the Image Understanding and Machine Vision Topical Meeting Cape Cod","13","92"
"InKyuPark;SangUkLee","Shape-Adaptive -D Mesh Simplification Based on Local Optimality Measurement ","Pacific Conference Computer Graphics and Applications","13","93"
"GSharp;SWLee;DWehe"," An Appearance Representation for Multiple Reflection Components "," Proc IEEE Conference Computer Vision and Pattern Recognition Hilton Head Island Supercomputing","13","94"
"GSharp;SWLee;DWehe"," Range Image Registration using Extended Feature Vectors "," Proc IEEE International Conference Robotics and Automation","13","95"
"SSull;JOh;SOh;SMHSong;SWLee"," Relevance Graph-Based Image Retrieval "," Proc IEEE International Conference Multimedia and Expo New","13","96"
"DavidKWehe;GregoryCSharp","ICP Registration Using Invariant Features ","IEEE Transactions Pattern Analysis and Machine Intelligence","13","97"
"DavidKWehe;GregoryCSharp","Multiview Registration of D Scenes by Minimizing Error between Coordinate Frames ","ECCV European Conference Computer Vision","13","98"
"DavidKWehe;GregoryCSharp","Invariant Features and the Registration of Rigid Bodies ","ICRA International Conference Robotics and Automation","13","99"
"DavidKWehe;GregoryCSharp","Toward Multiview Registration in Frame Space ","ICRA International Conference Robotics and Automation","13","100"
"DanielBerwick","A Chromaticity Space for Specularity-, Illumination Color- and Illumination Pose-Invariant -D Object Recognition ","ICCV International Conference Computer Vision","13","101"
"DBerwick;SWLee"," Specularity-, Illumination Color- and Pose-Invariant Chromaticity Space for -D Object Recognition "," Proc IEEE International Conference Computer Vision Bombay","13","102"
"DBerwick;SWLee"," Spectral Gradients for Color-Based Object Recognition and Indexing ","","13","103"
"DBerwick;SWLee"," Spectro-Spatial Gradients for Color-Based Object Recognition and Indexing "," Proc International Conference Computer Analysis of Images and Patterns Ljubljana","13","104"
"DBerwick;SWLee"," Spectro-Spatial Gradients for -D Object Recognition and Indexing ","","13","105"
"ZHCho;HWPark;JBRa;SWLee;SKHilal"," Echo-Time Encoded Chemical Shift NMR Spectroscopic Imaging Technique "," Proc rd Annual Meeting Society of Magnetic Resonance Medicine New","13","106"
"ZHCho;HSKim;CHOh;HWPark;SWLee;","NMR Imaging: Principles;Algorithms;","Lecture Note Medical Informatics Systems Selected Topics Image Science Z H Cho Springer Verlag p","13","107"
"ZHCho;SWLee"," Short T Sodium Imaging Using Quadrature Coils KAIS Tesla Superconducting NMR system "," Proc th Annual Meeting Society of Magnetic Resonance Medicine Montreal","13","108"
"HFarid;SWLee;RBajcsy"," View Selection Strategies for Multi-View, Wide-Baseline Stereo "," GRASP Laboratory Technical Report CIS University of","13","109"
"CFrost;SWLee;RJohnson;YLMurphy"," Research on Human-centered Design and Evaluation of Multimode Image Retrieval "," Proc Fourth DELOS Workshop Pisa","13","110"
"HFuchs;GBishop;KArthur;LMcMillan;RBajcsy;SWLee;HFarid;TKanade"," Visual Space Teleconferencing Using a Sea of Cameras "," Proc of the First Intern Symp Med Robotics and Comput Assisted Surgery","13","111"
"WHGarner;SKHilal;SWLee;ASpector"," Sodium- Magnetic Resonance Imaging of the Eye and Lens "," Proc Natl Acad Sci","13","112"
"ZHe;JObermark;JDu;SWLee;DKWehe;GFKnoll"," The CSPD- Gamma-Ray Vision System "," Proc IEEE Nuclear Science Symposium Medical Imaging Conference Part of San Francisco","13","113"
"SKHilal;SWLee;ZHCho;SKMun;JBRa;MMawad;AJSilver;PSane"," Proton and Sodium NMR "," Proc rd Annual Meeting Society of Magnetic Resonance Medicine New","13","114"
"SWLee;RBajcsy"," Detection of Specularity Using Color and Multiple Views, ","Image and Vision Computing","13","115"
"SWLee;RBajcsy"," Detection of Specularity Using Color and Multiple Views, ","Proc of European Conference Computer Vision S Margherita Ligure","13","116"
"SWLee;ZHCho"," Limited Angular View Planar-Integral Projection Reconstruction in NMR imaging "," IEEE Trans Nucl Sci","13","117"
"SWLee;SKHilal;ZHCho"," A Multinuclear Magnetic Resonance Imaging Technique - Simultaneous Proton and Sodium Imaging "," Mag Res Imaging","13","118"
"SWLee;SKHilal;JBRa;JHKim;SKMun;ZHCho"," Implementation of Simultaneous Multinuclear MR Imaging: Proton and Sodium "," Radiology Scientific Program th RSNA Annual Meeting D C","13","119"
"SWLee"," Where am I? "," Sensors and Methods for Robot Positioning J Borenstein ed Report to US Dept of Energy Published CD IFIP ACM Working Conference Component Deployment ROM by A K Peters","13","120"
"SWLee;AJaklic;R;Bajcsy;FSolina"," Analysis of Multiple Reflection Components, ","Proc of IEEE Conference Melecom Ljubljana","13","121"
"SLin;SWLee"," Detection of Specularity Using Stereo in Color and Polarization Space "," Computer Vision and Image Understanding","13","122"
"SLin;SWLee"," Detection of Specularity Using Stereo in Color and Polarization Space "," Proc International Conference Pattern Recognition","13","123"
"Byeong-SooJeong;HyonwooSeung","A Secure Dynamic Copy Protocol in Real-Time Secure Database Systems ","Workshop Languages Compilers and Tools for Embedded Systems","14","124"
"HyonwooSeung;TaewoongJeon","An Integrated Push/Pull Buffer Management Method in Multimedia Communication Environments ","LCTES Languages Compilers and Tools for Embedded Systems","14","125"
"HyonwooSeung;TaewoongJeon","Embedding built-in tests in hot spots of an object-oriented framework ","SIGPLAN Special Interest Group Programming Languages Notices","14","126"
"HyonwooSeung;SunghwanRoh;TaewoongJeon","The Design and Implementation of an Object-Oriented Process Control Loop Framework ","AISA Advanced Internet Services and Applications","14","127"
"HyonwooSeung;TaewoongJeon","Increasing the Testability of Object-Oriented Frameworks with Built-in Tests ","AISA Advanced Internet Services and Applications","14","128"
"HyungillKim;JongwonLee","A Network Channel Buffer Scheduling Algorithm for an Interactive VOD Server ","FTDCS Future Trends Distributed Computing Systems","14","129"
"HyungillKim;JongwonLee","Scheduling of Hard Aperiodic Tasks in Hybrid Static/Dynamic Priority Systems ","Workshop Languages Compilers amp Tools for Real Time Systems","14","130"
"Byeong-SooJeong;DaehoKim","Optimistic Secure Real-Time Concurrency Control Using Multiple Data Version ","LCTES Languages Compilers and Tools for Embedded Systems","14","131"
"HyungillKim;JongwonLee","Scheduling Soft Aperiodic Tasks in Adaptable Fixed-Priority Systems ","Operating Systems Review","14","132"
"Byeong-SooJeong;HyonwooSeung","A Secure Dynamic Copy Protocol in Real-Time Secure Database Systems ","Workshop Languages Compilers and Tools for Embedded Systems","14","133"
"Byeong-SooJeong;Hyung-IlKim;Young-RaeHong","Design and Implementation of the Content Manager in a Multimedia Streaming Framework ","PDPTA Parallel and Distributed Processing Techniques and Applications","14","134"
"HyonwooSeung;TaewoongJeon","An Integrated Push/Pull Buffer Management Method in Multimedia Communication Environments ","LCTES Languages Compilers and Tools for Embedded Systems","14","135"
"HyonwooSeung;TaewoongJeon","Embedding built-in tests in hot spots of an object-oriented framework ","SIGPLAN Special Interest Group Programming Languages Notices","14","136"
"TzillaElrad;UfukVerun","Extending Working Evnrironments for the Development of Reactive/Adaptive Systems with Intelligent Controls ","Europe","14","137"
"ChoongSeonHong;ZhaoweiQu","A QoS Provision Architecture for Mobile IPv over MPLS Using HMAT ","EurAsia ICT International Conference Telecommunications","14","138"
"Sugh-HoonLee","Retransmission Scheme for MPEG Streams in Mission Critical Multimedia Applications ","EUROMICRO","14","139"
"Chong-SunHwang;SungSukKim","Using reordering technique for mobile transaction management in broadcast environments ","Data Knowl Eng","15","140"
"Chong-SunHwang;HeonChangYu","Revisiting Transaction Management in Multidatabase Systems ","Distributed and Parallel Databases","15","141"
"Chong-SunHwang;MasaruKitsuregawa","Using Predeclaration for Efficient Read-Only Transaction Processing in Wireless Data Broadcast ","IEEE Trans Knowl Data Eng","15","142"
"Chong-SunHwang;HeonChangYu;SungSukKim","Optimistic Scheduling Algorithm for Mobile Transactions Based on Reordering ","Data Management","15","143"
"Chong-SunHwang;SoonYoungJung;SungSukKim","O-PreH: Optimistic Transaction Processing Algorithm based on Pre-Reordering in Hybrid Broadcast Environments ","CIKM International Conference Information and Knowledge Management","15","144"
"Chong-SunHwang;WonGyeLee","A Uniform Approach to Global Concurrency Control and Recovery in Multidatabase Environment ","CIKM International Conference Information and Knowledge Management","15","145"
"Chong-SunHwang;SoonYoungJung","A New Conflict Relation for Concurrency Control and Recovery in object-based Databases ","CIKM International Conference Information and Knowledge Management","15","146"
"Chong-SunHwang;JeHyokRyu;MoonBaeSong","Considering Mobility Patterns in Moving Objects Database ","ICPP International Conference Parallel Processing","15","147"
"Chong-SunHwang;SoonYoungJung","A New Weaker Conflict Relation in Semantics-Based Concurrency Control ","OOIS Object Oriented Information Systems","15","148"
"Chong-SunHwang;MasaruKitsuregawa","Efficient Processing of Wireless Read-only Transactions in Data Broadcast ","RIDE Research Issues Data Engineering","15","149"
"Chong-SunHwang;HeonChangYu","Caching and Concurrency Control in Mobile Client/Server Database Systems ","CODAS The Second International Symposium Cooperative Database Systems for Advanced Applications","15","150"
"Chong-SunHwang;SoonYoungJung","Concurrency Control Using a New Weaker Conflict Relation ","DEXA Database and Expert Systems Applications Workshop","15","151"
"Chong-SunHwang;MasaruKitsuregawa","Using Predeclaration for Efficient Read-only Transaction Processing in Wireless Data Broadcast ","ICDCS International Conference Distributed Computing Systems","15","152"
"Chong-SunHwang;Won-GyuLee","A unified approach to global concurrency control and global deadlocks in a multidatabase environment ","ICPADS International Conference Parallel and Distributed Systems","15","153"
"Chong-SunHwang;HeongChangYu","Supporting Transactional Cache Consistency in Mobile Database Systems ","MobiDE","15","154"
"Chong-SunHwang","Unified Protocols of Concurrency Control and Recovery in Distributed Object-based Databases ","Comput J","15","155"
"DSKim;SYLee;RMKil"," Auditory processing of speech signals for robust speech recognition in real-world noisy environments "," IEEE Transactions Speech and Audio Processing P","16","156"
"Doh-SukKim;HoonKim;Jae-HoonJeong","Speaker adaptation based on judge neural networks for real world implementations of Voice-Command systems ","Inf Sci","16","157"
"Su-InLee","Top-Down Attention Control at Feature Space for Robust Pattern Recognition ","Biologically Motivated Computer Vision","16","158"
"MichaelMozer","Robust Recognition of Noisy and Superimposed Patterns via Selective Attention ","NIPS Neural Information Processing Systems","16","159"
"CheolHoonPark;Jung-WookCho","On-line Handwritten Character Recognition by a Hybrid Method based on Neural Networks and Pattern Matching ","IWANN International Work Conference Artificial and Natural Neural Networks","16","160"
"Ki-YoungPark;MarwanAJabri;TerrenceJSejnowski","Properties of Independent Components of Self-Motion Optical Flow ","ISMVL IEEE INTERNATIONAL SYMPOSIUM MULTIPLE VALUED LOGIC","16","161"
"Ki-YoungPark","Out-of-Vocabulary Rejection based on Selective Attention Model ","Neural Processing Letters","16","162"
"Hyung-MinPark;Un-MinBae","Top-down attention to complement independent component analysis for blind signal separa ","Neurocomputing","16","163"
"Song-YeeYoon","Training Algorithm with Incomplete Data for Feed-Forward Neural Networks ","Neural Processing Letters","16","164"
"JimAustin;RheeManKil","Building information systems based on neural networks ","Neurocomputing","16","165"
"UMBae;TWLee;SYLee"," Blind signal separation in teleconferencing using the ICA mixture model "," Electronics Letters P","16","166"
"Un-MinBae","Combining ICA and Top-Down Attention for Robust Speech Recognition ","NIPS Neural Information Processing Systems","16","167"
"Jung-WookCho","Active Noise Canceling Using Analog Neuro-Chip with On-Chip Learning Capability ","NIPS Neural Information Processing Systems","16","168"
"Jung-WookCho","Analog on-chip-learning for active noise canceling ","Neurocomputing","16","169"
"AapoHyv&auml;rinen;Shun-ichiAmari;Te-WonLee;VDavidS&aacute;nchezA","Blind signal separation and independent component analysis ","Neurocomputing","16","170"
"Ju-SeogJang;Sang-YungShin","An Optimization Network for Matrix Inversion ","NIPS Neural Information Processing Systems","16","171"
"So-YoungJeong","Adaptive learning algorithms to incorporate additional functional constraints into neural networks ","Neurocomputing","16","172"
"JHJeong;HKim;DSKim;SYLee"," Speaker adaptation based on judge neural networks for real world implementation of Voice-Command system "," Information Sciences P","16","173"
"SHLee;SJKim;WKim;SHLee","The BORD Benchmark for Object-oriented Databases,","Springer Verlag Lecture Notes Computer Science pages","17","174"
"GSNa;SHLee;SHLee","Interoperability of Event Channels of the Event Service of CORBA in Java ORB Environment,","Proceedings of the Web Engineering Workshop Toronto","17","175"
"GSNa;SHLee;SHLee","Interoperability of Event Service in Java ORB Environment,","Proceedings of the th international Workshop Database and Expert Systems Applications pages","17","176"
"GSNa;SHLee;SHLee","Push Technology in Java ORB Environment, Journal of Computer Science and Information Management,","","17","177"
"SHLeeandLJHenschen;SHLee","Su bstitution-based Compilation of Extended Rules in Deductive Databases,","Springer Verlag Lecture Notes Artificial Intelligence ed J Siekmann pages","17","178"
"YCPark;PIScheuermann;SHLee;SHLee","Transaction Processing, in Proceedings of the IEEE Eighth International Conference on Data Engineering,","pages","17","179"
"PeterScheuermann;YoungChulPark","A Periodic Deadlock Detection and Resolution Algorithm with a New Graph Model for Sequential Transaction Processing ","ICDE International Conference Data Engineering","17","180"
";SHLee","Extending the Expressive Power of Deductive Databases,","Ph D Dissertation Department of Electrical Engineering and Computer Science Northwestern University","17","181"
";SHLee","On Compilation of Integrity Constraints against Transaction Updates,","Master Thesis Department of Electrical Engineering and Computer Science Northwestern University","17","182"
"Dong-HoonChoi;Sang-gooLee","A Logic Database System with Extended Functionality ","COMPSAC International Computer Software and Applications Conference","17","183"
"LawrenceJHenschen","Evaluation of Extended Recursive Queries in Deductive Databases ","DASFAA Database Systems for Advanced Applications","17","184"
"LawrenceJHenschen","Evaluation of Recursive Queries with Extended Rules in Deductive Databases ","IEEE Trans Knowl Data Eng","17","185"
"LawrenceJHenschen","Substitution-based Compilation of Extended Rules in Deductive Databases ","CADE Conference Automated Deduction","17","186"
"LawrenceJHenschen","Semantics and Properties of Existential Quantifiers in Deductive Databases ","Inf Process Lett","17","187"
"JinSeonHong;LarryKerschberg","A Popularity-Driven Caching Scheme for Meta-search Engines: An Empirical Study ","DEXA Database and Expert Systems Applications","17","188"
"HJJeong;SHLee;SHLee","An Integrated Benchmark Suite for Database Systems ,","Proceedings of the IASTED International Conference Information Systems and Databases pages","17","189"
"AnmoJeong;ByoungjuChoi;Dong-SubCho;Hwan-SeungYong;Ki-JoonChae;KihoLee;MeejeongLee;MyungKim;Seung-SooPark;WonKim","The Chamois Component-Based Knowledge Engineering Framework ","IEEE Computer","17","190"
"AnmoJeong;ByoungjuChoi;Dong-SubCho;Ho-SookKim;Hwan-SeungYong;Jung-WonLee;Ki-JoonChae;KihoLee;MeejeongLee;MinsooLee;MyungKim;Seung-SooPark;Wol-YoungLee;WonKim","The Chamois Reconfigurable Data-Mining Architecture ","Journal of Object Technology","17","191"
"PCKim;HIChoi;YILee;SHLee;MJKim;SHLee","MIDAS: Design Philosophy and Internals,","Proceedings of the Eleventh Annual IEEE International Conference Computers and Communications","17","192"
"SungJinKim","Implementation of a Web Robot and Statistics on the Korean Web ","Human Society Internet","17","193"
"SJKim;SHLee;SHLee","Implementation of a Web Robot and Statistics on the Korean Web,","Springer Verlag Lecture Notes Computer Science pages","17","194"
"BMKim;SHLee;SRMaeng;JWCho;SHLee","AND Parallelism in Connection Graph Proof Procedure,","Proceedings of the Pacific Rim International Conference Artificial Intelligence Seoul pages","17","195"
"SungJinKim","An Improved Computation of the PageRank Algorithm ","ECIR European Conference Information Retrieval Research","17","196"
